hour,baseline_cores,baseline_energy_core_hours,flexible_window_energy_core_hours
87,362639.468472,362639.468472,1752032.036208
88,483213.634111,483213.634111,1831781.652514
89,459580.193014,459580.193014,1823994.840069
90,393803.179958,393803.179958,1759182.137819
91,486771.960083,486771.960083,1475759.420639
92,515898.006972,515898.006972,1534242.039264
93,434964.335583,434964.335583,1513213.995028
94,372213.920083,372213.920083,1459525.217208
95,365533.798347,365533.798347,1469556.529792
96,610622.068472,610622.068472,1666130.057097
97,400483.748875,400483.748875,1536567.037958
98,500456.757069,500456.757069,1585205.540597
99,862882.056375,862882.056375,2068296.522944
100,824613.043069,824613.043069,2045770.343208
101,827122.794361,827122.794361,2159375.611861
102,822398.225528,822398.225528,2238105.330944
103,877266.066694,877266.066694,2333525.757514
104,728973.160069,728973.160069,2210647.787653
105,862874.628847,862874.628847,2223076.190097
106,601745.156389,601745.156389,2110752.585569
107,403378.508583,403378.508583,2011784.464097
108,376800.737528,376800.737528,1833944.192125
109,533587.620306,533587.620306,1926078.798792
110,408450.247181,408450.247181,1950995.754931
111,406739.424556,406739.424556,1838167.100639
112,334618.551097,334618.551097,1799710.456708
113,536173.379,536173.379,1975076.447403
114,323617.520792,323617.520792,1863796.604625
115,733183.820681,733183.820681,2184095.767458
116,1135505.110347,1135505.110347,2565768.530833
117,406329.733931,406329.733931,1840820.116361
118,520595.399153,520595.399153,1864443.712708
119,422676.428375,422676.428375,1737735.853903
120,976362.971736,976362.971736,2268448.935972
121,550231.587903,550231.587903,2136750.428319
122,583891.030361,583891.030361,2175243.782389
123,924386.804958,924386.804958,2522637.718986
124,617767.930153,617767.930153,1985115.034569
125,805467.69275,805467.69275,2125395.074764
126,834613.422056,834613.422056,2206558.14075
127,755166.477708,755166.477708,2216069.730875
128,420183.026972,420183.026972,1924574.35725
129,545815.245389,545815.245389,1890867.526306
130,365508.989042,365508.989042,1641430.592278
131,261848.226347,261848.226347,1583263.971611
132,224273.059056,224273.059056,1145673.066278
133,210230.500764,210230.500764,1123784.043403
134,426923.032736,426923.032736,1214196.960958
135,307562.947083,307562.947083,1267391.944014
136,229846.601944,229846.601944,1157880.011861
137,461005.808819,461005.808819,1177556.479583
138,440563.837681,440563.837681,1169446.579222
139,540014.750278,540014.750278,1289497.193264
140,404916.516222,404916.516222,1237003.536944
141,812610.998972,812610.998972,1645600.988958
142,426338.212153,426338.212153,1493746.100639
143,306267.710653,306267.710653,1369055.329597
144,680295.903958,680295.903958,1700566.832556
145,465131.869583,465131.869583,1526848.353153
146,502136.360486,502136.360486,1562347.212875
147,871279.318361,871279.318361,2019484.047611
148,689317.172125,689317.172125,1683663.582722
149,905839.47725,905839.47725,1947984.798681
150,745402.007361,745402.007361,1959638.737347
151,638401.915611,638401.915611,1813818.220194
152,584255.044667,584255.044667,1824624.571778
153,711632.033306,711632.033306,1980816.826236
154,630488.026083,630488.026083,1949849.581431
155,530969.342361,530969.342361,1905743.7325
156,502322.703819,502322.703819,1810719.845403
157,638247.942194,638247.942194,1961350.841903
158,619853.851806,619853.851806,1973723.238361
159,582478.268917,582478.268917,2154707.592569
160,568355.669222,568355.669222,2156580.383903
161,673496.955472,673496.955472,2033419.492306
162,455954.655403,455954.655403,1942362.298819
163,640122.862792,640122.862792,1963626.642931
164,569611.617556,569611.617556,1951078.830389
165,658649.763972,658649.763972,2093524.404958
166,555112.317236,555112.317236,2094300.394458
167,497504.351028,497504.351028,2068805.5105
168,633444.218514,633444.218514,1998742.778181
169,541318.51475,541318.51475,2015876.222917
170,443155.858736,443155.858736,1803125.203875
171,1215345.902083,1215345.902083,2393629.327083
172,707375.146319,707375.146319,2243377.863486
173,803524.356264,803524.356264,2220204.206708
174,680788.750472,680788.750472,2045931.761083
175,650657.34625,650657.34625,2012646.976833
176,503875.027611,503875.027611,1779458.466528
177,641174.632319,641174.632319,1874371.952736
178,655688.284181,655688.284181,1991280.700333
179,588674.030986,588674.030986,2064238.561625
180,476837.895847,476837.895847,1969951.361347
181,472429.495819,472429.495819,1781603.329181
182,438074.502403,438074.502403,1779883.505208
183,563394.307514,563394.307514,1842608.745667
184,460147.149847,460147.149847,1860548.645514
185,737249.399972,737249.399972,2087160.985
186,910071.597528,910071.597528,2246537.687236
187,716501.996611,716501.996611,2292305.511722
188,652097.707681,652097.707681,2247194.439903
189,622001.18225,622001.18225,2165218.284111
190,757080.574375,757080.574375,2349310.250208
191,525546.225597,525546.225597,2075885.146361
192,105696.519403,105696.519403,1619833.39
193,0.0,0.0,1294350.398014
194,0.0,0.0,1184583.717153
195,12.365,12.365,1096845.237569
196,143.294028,143.294028,1060624.253264
197,2436.041028,2436.041028,1030162.735681
198,0.044028,0.044028,1007554.59875
199,0.0,0.0,949984.6825
200,228.258083,228.258083,791228.957944
201,11.110694,11.110694,778007.997917
202,0.0,0.0,739113.337639
203,0.0,0.0,738654.16875
204,25.564472,25.564472,697538.600444
205,0.0,0.0,673159.004583
206,0.111944,0.111944,655217.672361
207,33.982861,33.982861,562871.282444
208,22.294722,22.294722,562670.258056
209,37.670139,37.670139,558245.461806
210,34.849917,34.849917,511134.940472
211,0.214444,0.214444,498928.093611
212,34.318208,34.318208,492293.945153
213,13958.858889,13958.858889,487985.596111
214,75.432708,75.432708,440788.049097
215,7139.946069,7139.946069,381091.751903
216,522341.761708,522341.761708,898621.549903
217,490517.104694,490517.104694,1031367.128917
218,471626.403958,471626.403958,1070684.909236
219,1106362.931083,1106362.931083,1822891.51275
220,625964.978042,625964.978042,1799079.108917
221,730284.389694,730284.389694,1981651.323625
222,459811.672986,459811.672986,1770354.059958
223,644603.123514,644603.123514,1593485.744639
224,658927.545944,658927.545944,1679418.486861
225,549774.676056,549774.676056,1690351.029528
226,424656.492528,424656.492528,1569003.344778
227,464723.943875,464723.943875,1536128.172806
228,363204.328028,363204.328028,1191374.918722
229,366611.992333,366611.992333,1161525.884125
230,462828.726528,462828.726528,1266000.426458
231,420952.597931,420952.597931,1202353.522181
232,391684.159111,391684.159111,1124684.880458
233,515612.652306,515612.652306,1139104.601958
234,803030.081472,803030.081472,1407488.332167
235,735085.751472,735085.751472,1671018.887083
236,476316.390194,476316.390194,1487751.22775
237,432977.411847,432977.411847,1298844.23
238,396391.435819,396391.435819,1259260.722
239,421601.745667,421601.745667,1267198.543694
240,615342.028778,615342.028778,1593752.756153
241,377588.002042,377588.002042,1344437.235097
242,380434.513514,380434.513514,1253644.027958
243,978276.284944,978276.284944,1864600.468667
244,735031.499292,735031.499292,1960759.329347
245,761850.309069,761850.309069,2010876.396694
246,716414.441819,716414.441819,2051621.789292
247,863441.031667,863441.031667,2234990.891139
248,510190.381042,510190.381042,2120842.446056
249,503815.923569,503815.923569,2016652.800986
250,592661.5765,592661.5765,1961821.022264
251,619123.151458,619123.151458,2116529.391486
252,491300.697028,491300.697028,2079775.039653
253,431970.574625,431970.574625,2074676.456611
254,575695.304458,575695.304458,2202774.296528
255,637510.722375,637510.722375,2112497.409458
256,715399.105875,715399.105875,2191644.089778
257,546873.969667,546873.969667,2055854.928167
258,739673.025014,739673.025014,2255161.864514
259,538128.375972,538128.375972,1991174.456597
260,536762.311597,536762.311597,2052143.858889
261,687319.225153,687319.225153,2149499.369333
262,342148.419722,342148.419722,1982996.518014
263,358114.178764,358114.178764,1950213.235389
264,674682.764972,674682.764972,2197136.486653
265,378643.447639,378643.447639,2061280.563417
266,501809.587667,501809.587667,2085894.836875
267,1092472.862764,1092472.862764,2735158.246319
268,823305.843306,823305.843306,2754676.515861
269,738981.966653,738981.966653,2350647.155306
270,717074.475653,717074.475653,2310861.243597
271,792360.854236,792360.854236,2499544.947764
272,487618.230806,487618.230806,2196137.802528
273,602308.383306,602308.383306,2257580.101319
274,523262.496444,523262.496444,2209051.474764
275,476155.949361,476155.949361,2200817.594639
276,359003.047653,359003.047653,2074652.280417
277,346036.351083,346036.351083,2044469.631222
278,521413.548611,521413.548611,2120074.018306
279,465282.979708,465282.979708,2042094.301111
280,450237.052722,450237.052722,2053931.274903
281,587040.947042,587040.947042,2047272.148306
282,491496.788347,491496.788347,2013535.206167
283,433219.716264,433219.716264,1997176.068681
284,548270.203694,548270.203694,1919597.59725
285,486253.7365,486253.7365,1865659.520847
286,394656.362319,394656.362319,1645314.376458
287,440561.127861,440561.127861,1682350.666944
288,740390.511681,740390.511681,1967996.960944
289,376465.974097,376465.974097,1686319.828014
290,495599.981611,495599.981611,1523979.939431
291,1002942.925944,1002942.925944,2148159.128333
292,691890.724278,691890.724278,2062585.549819
293,837521.710653,837521.710653,2283836.131681
294,773602.473806,773602.473806,2292626.571139
295,992074.273931,992074.273931,2573470.322125
296,688756.49525,688756.49525,2275362.043125
297,667741.914514,667741.914514,2171493.76675
298,465396.359667,465396.359667,1892010.219875
299,331406.418681,331406.418681,1678625.630069
300,396597.198111,396597.198111,1684655.012347
301,441458.293917,441458.293917,1771117.490569
302,424983.432292,424983.432292,1687568.548639
303,468293.885819,468293.885819,1666600.507583
304,377870.381167,377870.381167,1557107.813903
305,440265.128708,440265.128708,1624039.403806
306,306503.400764,306503.400764,1491714.020861
307,875786.498625,875786.498625,2007886.778764
308,1306244.526333,1306244.526333,2481095.061583
309,483938.523806,483938.523806,1935808.342778
310,359756.942125,359756.942125,1696725.850153
311,376120.221625,376120.221625,1640864.023694
312,543904.4875,543904.4875,1790710.122306
313,518340.016333,518340.016333,1682337.513583
314,455413.769806,455413.769806,1685354.5315
315,788111.165014,788111.165014,1918959.628125
316,532611.014306,532611.014306,1746716.2
317,722144.488778,722144.488778,1935660.834972
318,695216.121319,695216.121319,1851524.115611
319,917472.913861,917472.913861,1992068.055528
320,483218.603986,483218.603986,1810123.669222
321,955488.930944,955488.930944,2170965.281125
322,331359.071917,331359.071917,1936073.964444
323,309689.108444,309689.108444,1735939.936556
324,259345.758417,259345.758417,1462120.543
325,306929.47625,306929.47625,1281769.821417
326,237273.846403,237273.846403,1224996.246194
327,355800.262764,355800.262764,1312903.636208
328,254679.659403,254679.659403,1163405.539333
329,595873.533278,595873.533278,1458168.352708
330,491930.804944,491930.804944,1385555.800667
331,434547.013278,434547.013278,1381948.719153
332,387420.806611,387420.806611,1357964.300528
333,542517.295,542517.295,1483689.638931
334,431966.009597,431966.009597,1389873.084819
335,401344.775875,401344.775875,1300007.103194
336,556994.99325,556994.99325,1501617.152458
337,502151.919944,502151.919944,1538355.126139
338,482355.006444,482355.006444,1402035.227069
339,1231239.451639,1231239.451639,2177482.865889
340,662658.098611,662658.098611,2028769.224694
341,708160.794167,708160.794167,1927826.565347
342,792976.210819,792976.210819,1964014.079
343,734928.233264,734928.233264,1881606.658583
344,524248.283264,524248.283264,1684829.401736
345,664309.506153,664309.506153,1862958.934764
346,448066.706611,448066.706611,1804953.820181
347,555254.14525,555254.14525,1804263.535806
348,458411.2955,458411.2955,1717801.661944
349,625690.759819,625690.759819,1842057.437486
350,478865.797181,478865.797181,1852296.251056
351,643153.197375,643153.197375,2003900.126569
352,530499.596375,530499.596375,1896501.508847
353,691134.866625,691134.866625,2167259.548444
354,490357.212833,490357.212833,1793234.373792
355,403550.969528,403550.969528,1669049.904944
356,575333.951514,575333.951514,1728370.147861
357,550050.619097,550050.619097,1672387.957917
358,525415.640806,525415.640806,1659282.053889
359,446582.123833,446582.123833,1614440.369222
360,446203.559681,446203.559681,1639637.885194
361,527596.126528,527596.126528,1727591.423375
362,522506.034083,522506.034083,1779119.023875
363,912877.03925,912877.03925,2123419.436847
364,679155.958722,679155.958722,2037620.78775
365,742008.639472,742008.639472,2070831.120139
366,644868.423889,644868.423889,1995140.939375
367,741455.537722,741455.537722,2123698.206819
368,396803.502111,396803.502111,1862426.315611
369,483520.889667,483520.889667,1806703.072917
370,683707.934542,683707.934542,2007728.934292
371,470943.442292,470943.442292,1947792.542694
372,387366.724472,387366.724472,1836384.173139
373,596375.207222,596375.207222,1888836.176472
374,549804.801458,549804.801458,1921288.445042
375,667027.651319,667027.651319,2038041.003736
376,461152.548514,461152.548514,1875741.840375
377,792189.493125,792189.493125,2130202.130639
378,751955.437736,751955.437736,2263202.185042
379,683935.795903,683935.795903,2167070.844097
380,821940.454014,821940.454014,2283528.796903
381,701580.596444,701580.596444,2260918.634292
382,762138.346111,762138.346111,2217195.563806
383,609443.780778,609443.780778,2019800.779208
384,137149.823389,137149.823389,1571574.163417
385,0.0,0.0,1236642.57625
386,0.0,0.0,1170443.557847
387,0.536083,0.536083,1106938.676569
388,0.004056,0.004056,1058036.735097
389,3.682944,3.682944,917086.498361
390,4.119611,4.119611,869828.934472
391,0.0,0.0,851542.762083
392,0.0,0.0,822546.434167
393,0.602778,0.602778,786411.228889
394,0.0,0.0,769676.061111
395,0.0,0.0,762540.191667
396,8.941361,8.941361,687985.705806
397,0.0,0.0,658462.084167
398,17.678333,17.678333,546197.763889
399,8.528333,8.528333,537074.423333
400,27.935889,27.935889,514650.387
401,9.193472,9.193472,389922.720417
402,3.425306,3.425306,365007.657111
403,0.360139,0.360139,347588.266944
404,358.999153,358.999153,284586.000958
405,463.437847,463.437847,279104.511319
406,183.781292,183.781292,278552.328653
407,17714.356875,17714.356875,295723.725069
408,572776.818375,572776.818375,838372.905042
409,749940.901806,749940.901806,1254092.092722
410,455148.462153,455148.462153,1282318.393556
411,941203.272806,941203.272806,1864317.914958
412,571672.583639,571672.583639,1657510.682597
413,808083.383458,808083.383458,1696727.655097
414,570010.148056,570010.148056,1568029.324417
415,718597.283264,718597.283264,1552212.898819
416,503055.148167,503055.148167,1407338.743972
417,618403.204042,618403.204042,1448552.873944
418,404648.222722,404648.222722,1391647.402792
419,570334.802736,570334.802736,1443269.998403
420,491314.958556,491314.958556,1380785.035806
421,522456.521375,522456.521375,1559947.076278
422,543250.499875,543250.499875,1664119.218806
423,508883.896583,508883.896583,1651599.719681
424,589059.085986,589059.085986,1737106.759611
425,625944.889736,625944.889736,1920427.183236
426,669544.710861,669544.710861,2019726.878528
427,683499.682028,683499.682028,2023115.010375
428,424242.331333,424242.331333,1728937.884194
429,609838.05925,609838.05925,1831922.279125
430,383237.999431,383237.999431,1752489.095764
431,446833.329514,446833.329514,1759750.341944
432,885355.519764,885355.519764,2187310.729931
433,625542.072222,625542.072222,2288778.625694
434,512123.581444,512123.581444,2150555.588333
435,764001.453986,764001.453986,2330121.511333
436,606534.390431,606534.390431,1983411.245875
437,875862.313778,875862.313778,2318742.357194
438,709437.329472,709437.329472,2177070.591083
439,600562.887014,600562.887014,2096717.916306
440,564997.030861,564997.030861,2099848.759931
441,669875.46125,669875.46125,2339396.874556
442,545719.907528,545719.907528,2325242.483833
443,605195.687708,605195.687708,2410362.561792
444,531630.086153,531630.086153,2514884.671
445,345331.223528,345331.223528,2409812.780917
446,469350.322042,469350.322042,2392792.860431
447,542310.632319,542310.632319,2467132.958306
448,706160.749722,706160.749722,2632175.555889
449,874323.762,874323.762,2989323.820333
450,436867.721847,436867.721847,2856703.732944
451,570533.453569,570533.453569,2944063.393069
452,630849.680917,630849.680917,2882325.035986
453,541803.677111,541803.677111,2693121.519458
454,455745.355139,455745.355139,2561914.146486
455,333005.295139,333005.295139,2381395.350361
456,531783.767389,531783.767389,2538698.913583
457,392476.379278,392476.379278,2461409.426278
458,467762.420875,467762.420875,2105638.739681
459,905924.361792,905924.361792,2518239.870708
460,816971.337486,816971.337486,2516129.905167
461,817147.507694,817147.507694,2572789.673028
462,617073.954972,617073.954972,2395478.225653
463,653553.610986,653553.610986,2359156.929403
464,470241.119208,470241.119208,2136713.005986
465,514657.875958,514657.875958,2175993.084708
466,642225.818639,642225.818639,2325826.128472
467,630719.755889,630719.755889,2471898.508139
468,397653.200889,397653.200889,2246456.088403
469,380996.821167,380996.821167,2202525.387
470,555858.200153,555858.200153,2355367.743139
471,436179.715917,436179.715917,2355767.062056
472,681261.951319,681261.951319,2566140.73175
473,457648.555194,457648.555194,2605133.107514
474,394731.461375,394731.461375,2478812.331611
475,424626.6925,424626.6925,2473917.286417
476,453663.167194,453663.167194,2487981.613181
477,677271.4545,677271.4545,2690496.300694
478,686675.359542,686675.359542,2849451.174069
479,710084.380972,710084.380972,2960933.083667
480,703100.025083,703100.025083,3211611.386292
481,453018.578458,453018.578458,2893049.692931
482,600894.285944,600894.285944,2977215.331694
483,780218.610944,780218.610944,3193617.760583
484,843715.266514,843715.266514,3223863.760458
485,820416.092125,820416.092125,3363162.644042
486,608089.035389,608089.035389,2949859.331222
487,928180.626361,928180.626361,3151617.547389
488,649021.906444,649021.906444,2939583.341736
489,558080.983611,558080.983611,2786922.435944
490,345101.132097,345101.132097,2535617.714917
491,461566.497125,461566.497125,2578181.322625
492,298233.425514,298233.425514,2569879.695736
493,630212.566042,630212.566042,2826255.450083
494,423238.750056,423238.750056,2726068.262458
495,501697.892833,501697.892833,2709860.5905
496,439889.708958,439889.708958,2727405.546472
497,329553.275361,329553.275361,2506124.4215
498,273070.482,273070.482,2069330.504431
499,796928.622597,796928.622597,2402853.150542
500,1094598.943611,1094598.943611,2861361.280014
501,436252.858833,436252.858833,2244116.719097
502,449561.295417,449561.295417,2187945.002319
503,399288.026181,399288.026181,2063966.089389
504,780381.230264,780381.230264,2104193.477306
505,456604.418139,456604.418139,1907940.112403
506,473948.318903,473948.318903,1596817.922333
507,886758.50275,886758.50275,1920645.050792
508,700549.782208,700549.782208,1838586.957597
509,764557.285639,764557.285639,1884820.884875
510,612972.121375,612972.121375,1831717.311694
511,654032.855542,654032.855542,1830983.076528
512,595784.008042,595784.008042,1820385.785042
513,472917.529819,472917.529819,1709111.768958
514,572837.536056,572837.536056,1887400.682389
515,311312.752847,311312.752847,1777755.354556
516,303370.20975,303370.20975,1755047.883569
517,243530.513028,243530.513028,1634428.868583
518,342184.608639,342184.608639,1504013.253333
519,304519.347514,304519.347514,1403221.517139
520,321590.080903,321590.080903,1471029.911639
521,644189.777111,644189.777111,1769245.395556
522,482670.60075,482670.60075,1646466.110944
523,415670.237444,415670.237444,1396528.560125
524,388111.097431,388111.097431,1356610.722944
525,690914.110278,690914.110278,1662467.685861
526,484020.407917,484020.407917,1712526.004097
527,385652.695431,385652.695431,1551732.064819
528,749619.836708,749619.836708,1774418.553639
529,502164.446375,502164.446375,1777932.15275
530,491094.88875,491094.88875,1752599.769111
531,968319.917514,968319.917514,2283005.837139
532,615748.465764,615748.465764,2208445.606347
533,1161492.625042,1161492.625042,2744464.063681
534,713854.192278,713854.192278,2585223.382903
535,673026.808083,673026.808083,2525381.509403
536,604365.929056,604365.929056,2436977.460847
537,708167.776722,708167.776722,2649067.325861
538,500783.991014,500783.991014,2636833.815472
539,447066.185292,447066.185292,2687781.639736
540,500269.711458,500269.711458,2483532.134306
541,281283.722722,281283.722722,2178946.363444
542,480930.852014,480930.852014,2326154.317056
543,450304.925556,450304.925556,2341626.962278
544,641591.017333,641591.017333,2457367.577222
545,782968.282139,782968.282139,2745949.553403
546,429416.667569,429416.667569,2488441.721778
547,445544.446153,445544.446153,2421313.102903
548,645968.909306,645968.909306,2652313.796806
549,444832.898889,444832.898889,2212535.755306
550,463288.940431,463288.940431,2116912.203722
551,390504.873222,390504.873222,2014074.247389
552,564419.676403,564419.676403,2229839.554222
553,637355.528653,637355.528653,2407170.791306
554,493950.537764,493950.537764,2085589.073292
555,995556.7765,995556.7765,2570624.226097
556,681788.829194,681788.829194,2370748.264167
557,839980.7845,839980.7845,2597268.7195
558,598476.745097,598476.745097,2438238.386
559,800721.546528,800721.546528,2319199.720083
560,572210.647236,572210.647236,2220130.169222
561,564638.509542,564638.509542,2141213.875194
562,502298.732569,502298.732569,1995656.176306
563,493592.248403,493592.248403,1771158.792611
564,507930.085208,507930.085208,1811456.084319
565,623207.295972,623207.295972,1996105.943
566,441291.341778,441291.341778,1833109.852681
567,551011.399694,551011.399694,1927529.800944
568,363512.154792,363512.154792,1666867.142708
569,777578.631222,777578.631222,1989200.713958
570,775445.82025,775445.82025,2098032.282944
571,709581.781708,709581.781708,1868331.705306
572,661331.585306,661331.585306,1767146.640292
573,715541.867431,715541.867431,1871864.118736
574,655382.877181,655382.877181,1907191.708
575,644834.542139,644834.542139,1975419.984958
576,165175.038014,165175.038014,1484388.874
577,0.0,0.0,1160336.271847
578,0.0,0.0,922440.791042
579,0.000278,0.000278,810088.520486
580,0.38625,0.38625,793299.974097
581,7.270306,7.270306,757541.397528
582,1.078611,1.078611,715852.823472
583,0.021389,0.021389,692827.685139
584,0.388056,0.388056,674204.956528
585,0.000278,0.000278,669843.210417
586,0.0,0.0,649338.855972
587,0.0,0.0,644090.098472
588,40.436306,40.436306,642956.100472
589,0.0,0.0,641704.555
590,3.393194,3.393194,630001.665694
591,0.020833,0.020833,628310.83625
592,0.452083,0.452083,627886.860278
593,43.766917,43.766917,600579.267056
594,77.685472,77.685472,600563.090056
595,0.909125,0.909125,581341.330931
596,607.677694,607.677694,559701.687556
597,4057.8195,4057.8195,554336.835194
598,142.290639,142.290639,548612.039667
599,7441.686292,7441.686292,494376.206014
600,475417.927764,475417.927764,954535.448708
601,625275.208125,625275.208125,1234324.319542
602,335510.980375,335510.980375,1059014.056417
603,986281.367875,986281.367875,1682154.360486
604,606094.626764,606094.626764,1634480.645
605,762091.263986,762091.263986,1623027.873778
606,716567.527069,716567.527069,1538555.292583
607,702093.191181,702093.191181,1670917.679417
608,468466.829778,468466.829778,1439424.323792
609,466634.214597,466634.214597,1331733.677417
610,417390.902792,417390.902792,1257933.442542
611,464267.788028,464267.788028,1313027.234208
612,364102.799708,364102.799708,1137097.074042
613,255072.054889,255072.054889,1034128.353278
614,456763.058236,456763.058236,1181278.042875
615,381697.124597,381697.124597,1069145.437444
616,520950.209236,520950.209236,1219739.967111
617,594998.985167,594998.985167,1386382.866444
618,500667.446028,500667.446028,1350822.636875
619,570778.988944,570778.988944,1353584.651208
620,517549.5595,517549.5595,1393364.558333
621,547398.925736,547398.925736,1390509.131417
622,307844.327861,307844.327861,1203065.355667
623,372408.377417,372408.377417,1232185.516889
624,653033.282347,653033.282347,1550332.291417
625,550351.728028,550351.728028,1534913.596472
626,588207.069986,588207.069986,1631744.098292
627,982166.786472,982166.786472,2124665.361722
628,643796.628778,643796.628778,2089068.687069
629,828712.954028,828712.954028,2325748.573403
630,798239.586944,798239.586944,2137754.082028
631,689050.083375,689050.083375,2083358.5285
632,659463.679708,659463.679708,2111255.773139
633,588051.235194,588051.235194,2208676.09775
634,583490.303736,583490.303736,2243710.732083
635,451542.709097,451542.709097,2070213.47975
636,440150.675903,440150.675903,2037819.293611
637,530160.172083,530160.172083,1863209.4085
638,534058.293472,534058.293472,1843840.928306
639,553243.995681,553243.995681,1877334.382875
640,535757.383583,535757.383583,1976002.099764
641,677490.964236,677490.964236,1901587.186125
642,780827.259431,780827.259431,2214895.964736
643,546720.544514,546720.544514,2192996.261931
644,545890.578806,545890.578806,2234227.224319
645,511140.253458,511140.253458,2133018.681139
646,423464.999139,423464.999139,2029014.033944
647,335711.219958,335711.219958,1907090.589069
648,620969.030208,620969.030208,2151532.611833
649,444487.841694,444487.841694,2113445.964819
650,462999.268431,462999.268431,2051863.402514
651,952283.381653,952283.381653,2467660.832208
652,859003.19675,859003.19675,2740393.432708
653,850182.355708,850182.355708,2892513.692389
654,600448.267014,600448.267014,2677316.313375
655,691230.541069,691230.541069,2500111.288056
656,471140.524181,471140.524181,2211260.640181
657,700973.065375,700973.065375,2430611.050083
658,441454.2555,441454.2555,2216186.046764
659,742131.008569,742131.008569,2466649.950292
660,621883.937611,621883.937611,2579615.277569
661,388196.965903,388196.965903,2585448.324972
662,405857.94025,405857.94025,2607837.487972
663,405170.877361,405170.877361,2578267.852333
664,400877.449847,400877.449847,2664481.035125
665,561628.145542,561628.145542,2815893.678014
666,523915.159889,523915.159889,2796603.041958
667,485166.301264,485166.301264,2591810.933097
668,415837.14725,415837.14725,2335919.142653
669,677965.617139,677965.617139,2456256.115333
670,360217.257806,360217.257806,2172298.967778
671,510429.708875,510429.708875,2289985.383931
672,595429.345486,595429.345486,2352464.896389
673,540017.332208,540017.332208,2225485.874569
674,432873.956333,432873.956333,2255029.238403
675,952369.865764,952369.865764,2555438.499083
676,708985.060611,708985.060611,2584738.042722
677,805760.976069,805760.976069,2548444.267819
